genes	logFC	logCPM	LR	PValue	FDR								
TSPAN7	1.759181673	2.601548947	11.19653438	0.000819502	0.010870569								
CEP131	-0.552805516	3.971354953	11.18913886	0.000822775	0.010904024								
PRDM16	-1.18981642	3.158770917	11.18228318	0.000825821	0.010934411								
LOC107132442	-0.802686539	2.865232556	11.17980431	0.000826925	0.010939057								
BMF	-0.525572795	5.97297529	11.17109347	0.000830816	0.010980536								
LPIN3	0.780240119	2.04141445	11.16553414	0.00083331	0.011003476								
CCNB1IP1	-0.627666132	3.025891056	11.15931847	0.000836106	0.011018343								
SIDT1	-0.682848516	6.722732324	11.15653011	0.000837364	0.011018343								
LOC104972200	-1.481144643	1.489642033	11.15630394	0.000837466	0.011018343								
RGS17	-1.942981286	0.509227747	11.15554533	0.000837809	0.011018343								
DLG4	-0.609119783	3.893350066	11.15461581	0.000838228	0.011018343								
SLC36A4	0.51015967	4.650710159	11.1508645	0.000839925	0.011030663								
ABHD1	0.498440349	4.581961705	11.13663577	0.000846393	0.011105558								
GDA	0.583135482	6.524038286	11.13100673	0.000848965	0.011129257								
SQLE	0.445619331	6.017022486	11.1265235	0.000851019	0.01114613								
LOC101907084	0.747435618	2.905416911	11.10900299	0.000859097	0.011238604								
SESN1	-0.520912904	4.767942495	11.10785726	0.000859628	0.011238604								
ADCY4	-0.629645389	3.24727386	11.10298177	0.00086189	0.011258055								
KCNIP3	-0.981220195	2.988216291	11.09956437	0.00086348	0.011268686								
SCML4	-0.537163386	7.026042227	11.09331179	0.000866396	0.011296593								
BRCC3	0.391467516	4.629543143	11.09110768	0.000867427	0.011299884								
FUT4	0.670075426	3.35755458	11.08244506	0.000871488	0.011342621								
C10H15orf57	0.357466432	6.164261176	11.07278562	0.00087604	0.011391654								
PLVAP	-1.595679083	-0.193324753	11.05347603	0.000885211	0.011500614								
ATP1B1	-0.536665647	4.986301128	11.04462927	0.000889445	0.011545297								
POMT1	-0.552957398	4.315580375	11.03754669	0.000892849	0.011575985								
LOC100848494	1.574344251	0.802869463	11.03639743	0.000893403	0.011575985								
LOC104973104	2.050491157	1.251405242	11.02452361	0.000899144	0.011639986								
RFX4	-1.328306664	0.606046763	11.0201914	0.000901248	0.011656832								
LOC101903853	0.676721552	3.955218575	11.01545955	0.000903551	0.011676229								
PGM2	0.714540025	5.260258219	11.01093332	0.00090576	0.011694372								
MLLT6	-0.430925778	8.047058071	11.00277179	0.000909757	0.011735547								
LOC786796	-1.49045175	4.501131133	10.99837126	0.00091192	0.011753005								
SUSD1	0.502951736	5.779075336	10.99558822	0.00091329	0.011760231								
LOC534913	-0.736273713	3.48700118	10.99369459	0.000914224	0.011761826								
SGMS1	0.365633678	6.359467189	10.99099417	0.000915557	0.011768552								
IRF2BP1	-0.49776624	4.559537229	10.97649813	0.000922746	0.011850477								
DMWD	-0.725858285	2.406200005	10.97420472	0.000923889	0.01185467								
RGN	-1.072464753	0.923217108	10.94876259	0.000936661	0.012005212								
CCR3	1.20215882	6.03808271	10.9475506	0.000937274	0.012005212								
ANKRD63	-0.657954018	2.92943604	10.94457011	0.000938783	0.012013944								
TMEM9	-0.566643106	4.764772236	10.92455574	0.00094898	0.01213374								
NRP2	0.806331853	5.037240824	10.91862746	0.000952021	0.012161924								
CDCA7	-0.409490203	7.547047253	10.90838704	0.000957298	0.012218594								
PGAM1	0.496838271	8.303267411	10.90617602	0.000958442	0.012222446								
TRPC1	-0.861894442	2.469316568	10.89995684	0.000961665	0.012252793								
LGMN	0.52087053	7.526297392	10.89255438	0.000965516	0.012291076								
KIF1B	0.518850159	5.163879363	10.88824527	0.000967765	0.012302646								
PER3	-1.238692433	4.968461745	10.88756784	0.000968119	0.012302646								
CTNND1	0.661036062	4.524420314	10.87977814	0.000972199	0.012339102								
LOC101907969	-0.710401071	3.483266508	10.87884939	0.000972687	0.012339102								
ABHD16B	-1.368593754	0.705506276	10.86044658	0.0009824	0.012451449								
LOC107132283	-0.706352948	4.026359061	10.85512337	0.000985228	0.012476405								
LOC100847272	-1.334048706	0.785921636	10.85343182	0.000986128	0.012476929								
PLEKHA4	1.916982919	-1.04855032	10.849188	0.000988391	0.012494671								
LOC751811	-1.068376855	5.691803966	10.84522399	0.000990509	0.012510559								
PDLIM7	-0.448951571	6.506368761	10.83619727	0.000995349	0.012560773								
SH3BP4	0.924782467	2.127554315	10.82952363	0.000998943	0.012581785								
HEXIM2	1.213441019	3.42048654	10.82851564	0.000999487	0.012581785								
ESPNL	-0.747093957	4.608179092	10.82697337	0.00100032	0.012581785								
PLD3	-0.599062319	4.875299587	10.82667897	0.001000479	0.012581785								
DISC1	0.839173671	3.496135044	10.8205591	0.001003792	0.012612521								
CDYL2	0.556336868	3.35231953	10.81331552	0.001007727	0.01265102								
HSPA12B	-0.846217783	1.0111571	10.79220824	0.001019282	0.012785038								
LGR6	-1.183557677	1.68433322	10.78577189	0.001022832	0.012815007								
SLC11A1	0.733601882	6.780617182	10.78383844	0.001023901	0.012815007								
MTM1	0.536393227	3.937187854	10.78308489	0.001024318	0.012815007								
CIRBP	-0.545269776	6.9660392	10.77945606	0.001026328	0.012829105								
ICA1	0.693672013	3.351660994	10.77769611	0.001027305	0.012830267								
DBNDD1	-0.850912301	1.876636975	10.77150905	0.001030744	0.012862167								
NFKB2	0.530683461	6.413087773	10.76016728	0.00103708	0.012928433								
RRAS	0.847135428	2.583173007	10.75882067	0.001037835	0.012928433								
SLC22A4	0.799015019	3.217676648	10.742153	0.001047224	0.013028524								
RAD23B	0.326662094	6.554027029	10.74137658	0.001047664	0.013028524								
PLPPR1	-2.720033772	-0.838663662	10.73950646	0.001048723	0.01303054								
UGGT1	0.494526453	7.475296591	10.73566609	0.001050902	0.01304645								
ABCC9	1.675847227	-0.309673336	10.71498149	0.001062715	0.013177049								
KIF5C	1.638093306	0.430229667	10.71407514	0.001063236	0.013177049								
PLSCR3	-0.47821728	6.003048639	10.69334354	0.001075217	0.013307517								
MAF	-0.742615504	5.634746379	10.69269247	0.001075595	0.013307517								
SCP2	0.487232387	7.772483664	10.6895817	0.001077406	0.013318568								
RTKN	-1.179731589	0.12793901	10.67921572	0.00108346	0.013382019								
MFSD6L	-0.956520577	1.863521102	10.67546319	0.00108566	0.013397801								
ZDHHC13	0.45462332	5.223321482	10.67304872	0.001087078	0.013403912								
CD200	-0.759163437	5.280761936	10.66565881	0.00109143	0.013446155								
LOC104971266	0.860714646	3.507152944	10.64132509	0.001105884	0.013612683								
CASP7	0.63671554	5.567424204	10.63934806	0.001107067	0.013615705								
BEGAIN	-0.851413458	1.982875015	10.63432769	0.001110076	0.013641166								
SP6	1.300149111	-0.272722653	10.62539993	0.001115448	0.013695595								
TAF9B	0.475577189	4.357419487	10.62133471	0.001117903	0.013714143								
TLR6	0.515751548	7.233846781	10.61872247	0.001119484	0.013721941								
WDR54	-0.719525727	2.261514682	10.60924911	0.001125234	0.013780793								
LOC107131543	-0.908165255	1.491988908	10.60702645	0.001126587	0.013785745								
SH2B3	0.44464528	6.227987905	10.59897999	0.001131501	0.013826874								
FOXO1	-0.50117112	6.200858788	10.59822744	0.001131961	0.013826874								
PARVB	1.293128506	5.93592089	10.59631968	0.00113313	0.013826874								
TAP1	0.439906902	8.719015888	10.59529829	0.001133756	0.013826874								
PSD3	-0.952618763	2.796307762	10.58765154	0.001138455	0.013872533								
DENND5A	0.472551547	7.939032117	10.58453099	0.001140378	0.01388432								
HNRNPLL	0.467306747	5.53975514	10.5817477	0.001142096	0.013892165								
IRS2	-0.656226362	5.304189999	10.58039003	0.001142935	0.013892165								
LOC101904370	3.075351826	-0.664066087	10.57398672	0.001146901	0.013928712								
LTBP3	-1.085549396	2.244745751	10.57220644	0.001148006	0.013930485								
LOC789748	0.759952654	5.490355449	10.56332097	0.001153538	0.013985922								
LACC1	0.584730219	4.777647972	10.55861603	0.001156478	0.014009871								
POU6F1	0.744356266	2.679702906	10.5470339	0.001163747	0.014086186								
SPINT2	-0.777322566	5.00629556	10.53850301	0.001169131	0.014139571								
OAS1Z	1.520579487	5.5672722	10.53535555	0.001171124	0.014151888								
LOC618737	0.963401148	2.464630276	10.53252898	0.001172916	0.014156405								
SUGCT	-0.975106719	2.562134687	10.53098634	0.001173895	0.014156405								
PEX10	-0.447416541	5.435318178	10.52914967	0.001175063	0.014156405								
CMAS	0.437310079	6.46010674	10.52862573	0.001175396	0.014156405								
LOC100335357	-0.613533409	4.725642347	10.5215245	0.001179921	0.014199133								
INPP5K	-0.335841526	6.272508015	10.51140015	0.001186403	0.014265321								
LOC529196	0.925544645	4.294506517	10.50199855	0.001192455	0.014326227								
RRAGD	-1.078460752	1.360466611	10.50034938	0.00119352	0.014327169								
ADM2	-0.961872666	1.726388914	10.49766836	0.001195253	0.014336124								
LOC104972724	-1.767371655	0.594092312	10.49474924	0.001197143	0.014346944								
ALDH4A1	0.696455036	4.900647877	10.48405337	0.001204093	0.014418343								
SPATA6L	-2.259942448	2.813135766	10.47113495	0.001212542	0.014507556								
MAN1C1	-0.618322743	4.435781982	10.46848194	0.001214285	0.014516448								
GMPR	1.114515467	3.640150349	10.46016154	0.001219766	0.014569986								
DFNB31	-0.580556275	3.908906971	10.43400706	0.00123716	0.014761369								
ZNF219	-1.059437247	1.408125583	10.43302139	0.001237821	0.014761369								
LOC104974034	-0.672391776	2.734180984	10.42025792	0.001246405	0.014851543								
IER5L	0.738796327	4.90622737	10.40927989	0.001253836	0.014920328								
RIDA	0.696960072	7.656061171	10.40869709	0.001254232	0.014920328								
ARMCX6	-0.669973191	2.586549401	10.40063423	0.00125972	0.014973354								
ACER3	0.719542334	4.070502239	10.39698845	0.00126221	0.01498084								
LOC104970876	1.551566619	2.495897385	10.3966916	0.001262413	0.01498084								
EFHD2	0.460129511	8.322924421	10.3800948	0.001273812	0.015092604								
CDK19	0.369919138	6.074866955	10.37995311	0.001273909	0.015092604								
EVI5	0.505069122	4.616309591	10.3744393	0.001277719	0.015125408								
FCHO2	0.785178797	3.509851308	10.3521757	0.001293222	0.015292799								
IRF8	0.461472924	6.215249573	10.34993848	0.00129479	0.015292799								
SMPD1	-0.434908134	4.292408429	10.34961284	0.001295018	0.015292799								
CD320	-0.704232517	3.520818725	10.34521813	0.001298105	0.015316798								
LOC100335608	-0.527969641	4.440705249	10.34359457	0.001299248	0.015317833								
PLAC8	0.610035391	9.624676212	10.33703849	0.00130387	0.015359869								
LOC104970955	1.765664915	2.277050433	10.33169064	0.001307654	0.015379957								
LOC107132256	1.732704995	0.929649658	10.32966837	0.001309087	0.015379957								
ZNF286A	-0.555380346	3.996147339	10.32937575	0.001309295	0.015379957								
DOCK4	0.775523925	3.879709176	10.32864808	0.001309811	0.015379957								
LOC100300896	-0.829805213	4.487979036	10.31580365	0.001318958	0.015474856								
HIST1H1D	0.829013102	3.845257712	10.31320668	0.001320816	0.01548414								
CTSB	0.595354317	8.850508535	10.30509748	0.001326632	0.015534861								
NUDT10	-1.210522798	0.315692373	10.30419499	0.001327281	0.015534861								
IRAK2	0.452094487	4.424015478	10.3015797	0.001329164	0.015544367								
FAM129B	-0.743270647	5.051138019	10.29638653	0.00133291	0.015575633								
KANTR	-0.820870951	2.192625334	10.29370317	0.001334849	0.015585761								
PCGF5	0.673344229	5.729044703	10.28996591	0.001337556	0.015604815								
ZBTB46	-0.763963956	4.268607299	10.2855452	0.001340764	0.015622935								
PJA1	-0.52861149	3.37143883	10.28486286	0.00134126	0.015622935								
MBD5	-0.583664536	4.46309045	10.28070329	0.001344287	0.015645648								
HSPB8	-1.751763691	-0.018226054	10.27538362	0.001348168	0.015678259								
FEZ2	0.408273479	4.731889227	10.26678027	0.00135447	0.015738938								
PSMA2	0.469008699	6.814919325	10.2651731	0.00135565	0.015739463								
UBASH3B	-0.629588152	4.171384421	10.26376928	0.001356682	0.015739463								
TRIM28	-0.375221081	7.466678792	10.25983026	0.001359582	0.015760516								
LOC101904939	1.104808961	2.26560692	10.25534142	0.001362894	0.015786313								
EGLN1	0.45155531	4.108788393	10.25369926	0.001364108	0.015787782								
QRSL1	0.339813599	5.338708168	10.25203206	0.001365341	0.015789475								
LOC104975607	1.35603306	1.823061139	10.24932475	0.001367346	0.015792545								
ZRANB1	-0.351990891	6.133223403	10.24873828	0.001367781	0.015792545								
PCBP3	-0.848136389	4.171467926	10.24444164	0.001370971	0.015816799								
CD302	0.570177685	4.579551433	10.2387423	0.001375213	0.015853152								
LDLRAD4	-0.534796117	6.893133765	10.22495722	0.00138553	0.015959411								
KLC4	-0.344727752	5.180713581	10.2165973	0.001391824	0.01601921								
TBC1D12	0.880656786	2.074101862	10.21369347	0.001394017	0.016031749								
MIR24-2	-1.412348063	0.648598625	10.20812826	0.00139823	0.016067478								
LOC100296324	-1.043532446	0.414102133	10.20145429	0.001403299	0.016112984								
TBC1D10C	-0.521589179	6.848763689	10.18757319	0.001413903	0.016219124								
ANAPC2	-0.409396787	6.330338546	10.18643391	0.001414777	0.016219124								
MROH5	-1.099162876	0.867851815	10.17781457	0.001421406	0.01627858								
ACAD8	-0.423478374	5.305719701	10.17677867	0.001422204	0.01627858								
SRPK2	-0.467645337	7.250427307	10.16908959	0.001428148	0.016333737								
FAM20A	0.882773216	2.653461383	10.16712338	0.001429672	0.016338301								
TRAF3IP2	-0.500504957	4.809460972	10.16085423	0.001434541	0.016381064								
SCD	0.567016264	4.924907732	10.14144415	0.001449725	0.016541447								
CAMKK2	0.535856672	4.92303771	10.12869888	0.001459784	0.016629613								
LOC100298356	1.222337866	3.508374834	10.12860338	0.00145986	0.016629613								
RPE	0.424780675	4.688798413	10.12709272	0.001461057	0.016629613								
SYNGR1	-0.868977553	1.926921984	10.12586271	0.001462032	0.016629613								
GUCY1A3	1.347143446	1.793522443	10.123163	0.001464175	0.016640958								
LOC101904373	1.487109427	4.756985198	10.10887381	0.001475571	0.016757365								
PIK3CB	0.397459868	5.159680104	10.10124434	0.001481692	0.016813736								
AP4M1	-0.476425338	4.857599334	10.09759363	0.001484631	0.016833926								
LRRK1	0.546202725	4.688813802	10.09356563	0.001487879	0.016857603								
LOC107131276	1.491601721	-0.314694401	10.07865346	0.001499969	0.016981334								
GPR137B	0.557349983	4.618060072	10.06797636	0.001508686	0.017063765								
ENO1	0.430754008	9.058943787	10.06663097	0.001509789	0.017063765								
PCID2	-0.4116831	5.892737936	10.06514689	0.001511005	0.017063765								
STMN1	-0.54306657	7.759647274	10.06399594	0.001511949	0.017063765								
PANK3	0.628073467	4.950438596	10.06141704	0.001514067	0.0170744								
SPEG	-0.905844294	2.206083777	10.05683869	0.001517835	0.017103605								
ATP6AP2	0.431580662	7.097059843	10.05366199	0.001520454	0.017119841								
SIRPB1	1.020163776	5.658388729	10.04594371	0.001526838	0.017178402								
ARHGEF10L	0.642146557	6.060104156	10.04255398	0.00152965	0.017196721								
CLEC4A	0.80432288	4.705153425	10.04107857	0.001530875	0.017197189								
PRDX3	0.340639862	6.667147571	10.03770664	0.00153368	0.017203794								
HIP1	0.672795143	4.916524141	10.03752415	0.001533832	0.017203794								
HECTD2	-0.834235183	1.957663707	10.03111964	0.001539174	0.017250393								
GGT1	-0.859322335	1.83099387	10.02520288	0.001544127	0.017292552								
LOC107131763	-1.211008813	0.927594823	10.02284381	0.001546106	0.017301375								
NFE2L2	0.509454523	6.644452217	10.0117545	0.001555443	0.01739246								
TONSL	-0.504528703	4.716496503	10.00820886	0.00155844	0.017412572								
RMDN3	0.445135133	4.096332996	9.998571006	0.001566617	0.017486305								
PRMT2	-0.404430614	5.660215276	9.997596026	0.001567447	0.017486305								
LOC104975053	-1.381809654	-0.066576811	9.982587252	0.001580275	0.017614426								
LOC513969	-1.231204292	2.119087356	9.981326679	0.001581357	0.017614426								
UBXN8	0.517738704	4.510327442	9.9714893	0.001589828	0.017695217								
TRIM38	0.515099131	6.327401682	9.969600405	0.00159146	0.017695476								
LOC107132435	-1.120832234	0.585650739	9.968642777	0.001592288	0.017695476								
EPSTI1	0.446693707	7.215634293	9.960780359	0.001599103	0.017757619								
IFI16	0.479795335	8.25041407	9.949860817	0.001608616	0.017849612								
C16H1orf21	0.972389992	5.200029591	9.947805959	0.001610412	0.017855906								
ATG3	0.453455587	7.094146184	9.945200495	0.001612693	0.017867556								
C1QB	0.895934923	5.505883444	9.93759268	0.001619372	0.0179154								
FGD1	-0.814763092	2.172579388	9.937471883	0.001619478	0.0179154								
FUCA2	0.400919113	5.351695976	9.934507193	0.001622089	0.017930621								
IFI44L	0.763160679	6.19365313	9.929100647	0.00162686	0.01796969								
CORO6	-0.969145675	1.834609393	9.925599368	0.001629958	0.017979521								
RAP1GAP	0.664548484	4.268208189	9.925296575	0.001630226	0.017979521								
LOC107132967	-0.6238854	8.282091744	9.907802625	0.001645795	0.018132034								
ENPP5	0.620160026	5.89137506	9.90695752	0.001646551	0.018132034								
KLRB1	-1.245940245	3.903176605	9.900757718	0.001652107	0.018179439								
FAM49A	0.742798196	6.639124178	9.899326618	0.001653393	0.018179809								
SHANK2	-1.583694554	0.162372849	9.896205166	0.0016562	0.0181951								
RFX1	-0.429706378	5.351106083	9.892888081	0.001659188	0.0181951								
LOC101907482	-1.384637714	-0.240968381	9.892707426	0.00165935	0.0181951								
LOC505306	-0.895718189	3.799898425	9.892215677	0.001659794	0.0181951								
TALDO1	0.59628075	8.088655621	9.889169071	0.001662544	0.018211505								
LOC101905134	-1.087409031	2.992557353	9.886462174	0.001664992	0.018223749								
KDM1B	0.406118686	6.412846419	9.885158953	0.001666171	0.018223749								
TBC1D16	-0.914466077	1.430699101	9.883400699	0.001667764	0.018227446								
PDE4A	0.66502177	3.382222073	9.880765669	0.001670154	0.018239843								
LOC513329	-1.325378216	-0.092222252	9.878661379	0.001672065	0.018242859								
ATG9A	-0.335779164	6.335867324	9.877696538	0.001672942	0.018242859								
PRKCI	0.897372513	4.293482155	9.865904873	0.001683698	0.018346377								
IMP4	-0.364697021	6.144998312	9.864158599	0.001685297	0.018348124								
KCNMB4	-0.796833106	2.326806334	9.862971389	0.001686385	0.018348124								
LOC101903126	1.147124908	8.575936976	9.848442743	0.001699756	0.018479756								
CNTLN	0.76936134	2.086002951	9.827116805	0.001719577	0.018681267								
KMT5A	0.44105964	5.058173801	9.819083253	0.001727104	0.018749018								
ZC3H7B	-0.421992992	5.597776949	9.816369213	0.001729655	0.018762683								
PIK3CD	-0.387277408	8.384606792	9.81408879	0.001731801	0.018771943								
ABI2	-0.581319015	4.910103696	9.811654909	0.001734094	0.018782785								
CD163L1	-1.013298925	4.529799439	9.802930649	0.00174234	0.018839603								
TAMM41	-0.514736179	3.541067407	9.802834979	0.00174243	0.018839603								
LOC100335716	-0.753283452	3.914462645	9.80199061	0.001743231	0.018839603								
SPATA13	-0.458621664	7.732565832	9.799781508	0.001745326	0.018848224								
RNF208	-1.20372979	0.327402095	9.796190511	0.001748738	0.018871035								
LOC781430	-1.248905971	1.224806367	9.790517545	0.001754141	0.018904344								
GTF2H1	0.391902811	5.753063126	9.789566109	0.001755049	0.018904344								
SELT	0.40926842	7.093187655	9.788853707	0.001755729	0.018904344								
CTBP2	0.496014935	5.420515545	9.780019236	0.001764185	0.018969561								
MFSD1	0.388202363	5.471801119	9.779797212	0.001764398	0.018969561								
LOC100848574	0.943783407	0.373816232	9.774569968	0.001769421	0.019008333								
LOC100295951	-1.993644527	-0.506083054	9.773323178	0.001770621	0.019008333								
EVA1B	-0.987676039	4.14370309	9.764201923	0.001779427	0.019077808								
FAM109B	-0.661787011	2.409392104	9.763220819	0.001780377	0.019077808								
HS6ST3	-1.939062455	1.67520984	9.761304373	0.001782234	0.019077808								
USP4	0.335970231	7.478094962	9.761188305	0.001782347	0.019077808								
LOC107133300	-2.694819451	-0.163809881	9.758841647	0.001784623	0.019088109								
RFX3	-0.710197044	5.52335779	9.755766884	0.001787611	0.019105992								
LOC101906105	1.61053068	-0.775875193	9.751199046	0.001792058	0.019139442								
CDHR5	3.335880292	1.108339835	9.748079378	0.001795102	0.019157863								
HIST1H1C	0.854690166	4.676382674	9.741843138	0.001801202	0.019208854								
LOC101906179	-1.19349659	1.65117593	9.729219202	0.001813615	0.019327043								
CIITA	0.515831315	7.792890556	9.72313197	0.001819632	0.019376943								
PSD	-0.797010844	1.307580541	9.720824904	0.001821917	0.019387068								
OGFRL1	0.546053931	6.409770285	9.717816311	0.001824902	0.019404615								
MGC137036	-1.673678542	-0.381175622	9.714653856	0.001828045	0.019417928								
UHRF1BP1L	0.479617679	5.952946769	9.713866966	0.001828828	0.019417928								
ARMT1	0.407460079	4.648230118	9.709397968	0.001833281	0.019450987								
ZNF37A	-0.940869532	2.11817643	9.70077583	0.001841902	0.019519897								
PSEN1	0.348728394	6.897738112	9.699931742	0.001842749	0.019519897								
MTG1	-0.483006241	6.010145177	9.698876402	0.001843807	0.019519897								
DENND1C	-0.429052909	6.741111654	9.696076546	0.001846619	0.019534146								
COL4A3BP	0.472491113	5.322895445	9.69485885	0.001847843	0.019534146								
LOC104972617	-1.099422601	0.475458549	9.689963745	0.001852772	0.019557993								
LOC100336734	1.297534958	0.163018236	9.689944266	0.001852792	0.019557993								
C16H1orf186	-0.741867187	7.165706622	9.68675099	0.001856014	0.019577784								
LOC107131224	0.902699054	7.55411082	9.683555909	0.001859245	0.019597625								
ZNF853	-0.881112628	1.396603658	9.681545636	0.00186128	0.019602317								
ITGAM	0.540260484	8.22388163	9.680451325	0.001862389	0.019602317								
XRCC6BP1	0.379997715	5.027473115	9.669740164	0.001873278	0.019702653								
FGD4	0.486700557	6.263142319	9.653063269	0.001890361	0.019867939								
RPS6KA6	-0.58489667	5.045317669	9.651238234	0.00189224	0.019873308								
GLA	0.565468739	4.576932406	9.643059927	0.001900683	0.019937402								
DGKZ	-0.385991916	7.726648379	9.642669031	0.001901088	0.019937402								
LOC107131700	-1.580105927	-0.170153722	9.640684656	0.001903143	0.019944553								
SULT2B1	-2.285577755	-0.896681219	9.639180525	0.001904702	0.0199465								
GLT1D1	-1.133392923	2.223325926	9.625092583	0.001919368	0.020085603								
PARP9	0.533944776	6.788636331	9.617811617	0.001926992	0.020150872								
UBE2A	0.362961958	5.536698016	9.612930194	0.001932121	0.020181939								
CLIC5	0.732655454	5.739398609	9.612340119	0.001932742	0.020181939								
SLC16A5	0.74847057	4.516706413	9.607730876	0.001937599	0.020218123								
ABHD6	0.450646955	3.963888707	9.598075058	0.001947815	0.020309547								
LRIG1	-0.589744851	4.74532931	9.595181256	0.001950887	0.020309547								
IFIT5	1.043073275	6.499420979	9.594162604	0.001951969	0.020309547								
USP20	-0.397036651	5.392304673	9.592908319	0.001953303	0.020309547								
BCOR	-0.415807076	5.684437896	9.592862386	0.001953352	0.020309547								
LOC107132327	1.214843853	0.097317519	9.588951776	0.001957517	0.02033829								
GRIN3A	1.010438509	2.980505142	9.578397098	0.001968802	0.020440923								
BDH2	-1.004629389	2.95647797	9.571684317	0.001976014	0.020501146								
MGAT4B	-0.37578649	6.33649777	9.563552817	0.001984786	0.020566785								
CCDC157	-0.944852026	0.937214553	9.56319528	0.001985173	0.020566785								
LOC104969433	-1.157210019	0.714772304	9.559475079	0.0019892	0.020593819								
NEURL4	-0.385085147	5.796065523	9.556811358	0.001992088	0.020609034								
DHRS9	-0.729119622	3.275251889	9.548948138	0.00200064	0.020682776								
ST5	-1.112860672	2.455328438	9.544931692	0.002005023	0.020713341								
GAL3ST3	-1.651154384	-0.506645178	9.533314576	0.002017754	0.020830046								
LOC100337044	1.169866973	3.289610352	9.528757818	0.00202277	0.020866997								
C14H8orf46	0.917163357	1.457431036	9.523902049	0.002028129	0.020907432								
BOLA-DMA	0.516115051	7.149712373	9.519339972	0.002033177	0.020931634								
DPY19L1	0.472901071	5.820790477	9.519175874	0.002033359	0.020931634								
ACYP2	-1.222305079	2.043825137	9.516231384	0.002036624	0.020950399								
LOC515600	2.593784443	1.977126845	9.498670877	0.002056208	0.021136886								
ANKRD23	-0.608174977	3.576711222	9.491721886	0.00206401	0.021202085								
TGM2	1.48249032	4.709940045	9.487380089	0.0020689	0.0212373								
STRBP	-0.333789714	6.233784583	9.480014369	0.002077223	0.021307677								
LDHA	0.489832875	8.061702348	9.476619651	0.002081071	0.021332076								
DUSP6	0.463008037	6.14929614	9.474527076	0.002083446	0.021341362								
MIR23A	-1.422022805	0.183733317	9.469673489	0.002088966	0.021381713								
LMF1	-0.400064968	5.243253625	9.467249622	0.002091728	0.021381713								
MOSPD2	0.399711797	5.605114782	9.467184884	0.002091801	0.021381713								
GSTM1	-1.012930845	1.928218608	9.464431165	0.002094944	0.021398776								
WRB	-0.620763598	2.551865585	9.458993839	0.002101163	0.021447218								
IFIH1	0.789373274	6.87602192	9.456997083	0.002103451	0.021450606								
GREB1	2.101627485	-0.18063964	9.45612795	0.002104448	0.021450606								
KIT	-0.822690979	3.962607194	9.452547229	0.002108561	0.02147745								
KLHL5	0.321949146	5.605143909	9.448046664	0.002113741	0.021515127								
CRAT	0.388287421	5.122963164	9.440310379	0.002122676	0.021590941								
LMBR1L	-0.385838446	5.831603551	9.426941623	0.002138206	0.021733688								
TEKT2	-1.154051005	0.179468349	9.424964598	0.002140512	0.021741917								
CITED2	-0.356675054	6.796275888	9.422326085	0.002143594	0.021758007								
CISD2	0.407315093	5.677417507	9.419999564	0.002146316	0.021770416								
EFNA1	-0.737818416	2.737860817	9.414872387	0.002152325	0.021816139								
RIPK1	0.373039499	6.815917949	9.408992744	0.002159238	0.021870944								
LOC618787	-1.198767112	1.564249876	9.406867959	0.002161742	0.021881044								
LOC104969028	-0.870300402	1.672989287	9.403871158	0.002165278	0.021889331								
CNNM2	-0.641185103	3.824802037	9.403553967	0.002165652	0.021889331								
SPG7	-0.322864795	6.475317913	9.402344611	0.002167081	0.021889331								
RELB	0.395441909	5.214136128	9.39997768	0.002169881	0.021889938								
EPC1	-0.301770349	6.87676575	9.399745473	0.002170156	0.021889938								
GNA11	0.687720188	2.65962817	9.397120259	0.002173265	0.021906092								
LOC530929	0.707531716	2.572452789	9.392777221	0.00217842	0.021934256								
ACTR3B	-0.588551121	4.456378908	9.392221835	0.00217908	0.021934256								
ACO2	0.332542072	6.519019502	9.385902267	0.002186604	0.021994754								
CDH10	1.674742986	4.426642707	9.383711011	0.002189219	0.02200582								
CPSF2	0.327346325	6.139900928	9.382289598	0.002190917	0.022007659								
LOC513508	-0.849864683	4.713343222	9.377401611	0.002196767	0.02205117								
SLC22A13	-1.467429666	0.114603627	9.37179223	0.0022035	0.022103476								
EFR3A	0.36583895	6.491750158	9.370200042	0.002205415	0.022107416								
CCND3	-0.385713972	8.661354035	9.36571258	0.00221082	0.022146321								
CACNA1H	-0.940772485	2.490228045	9.353771122	0.002225271	0.022275716								
PER2	-1.417047038	-0.242895573	9.340894764	0.002240961	0.022417325								
F11R	1.254145279	5.552610228	9.339424726	0.002242759	0.022419874								
PSME2	0.539674425	7.076244094	9.335524968	0.002247537	0.022452183								
GSTT1	-1.380181145	2.595909837	9.332001542	0.002251863	0.022479934								
RBPMS	1.23483176	3.728552865	9.312412583	0.002276066	0.022699064								
CCDC114	-0.735025768	3.194868893	9.310266421	0.002278733	0.022699064								
LOC104973468	2.201916195	1.650443966	9.309237681	0.002280013	0.022699064								
LOC101902390	-1.344278552	0.110948015	9.309196661	0.002280064	0.022699064								
CREG1	0.762127589	6.683147547	9.305879365	0.002284196	0.022724626								
GP5	2.516428517	0.811317993	9.29866826	0.002293205	0.022798633								
ST3GAL3	-0.464775212	5.964669705	9.292574797	0.002300845	0.022858946								
PHKG1	-0.714053956	1.621644641	9.28493751	0.002310458	0.022931219								
ARHGAP39	-0.4868927	4.382538851	9.28388696	0.002311783	0.022931219								
CCDC191	-0.597419168	2.640062928	9.283037244	0.002312856	0.022931219								
